Key_ind,Destiny,Label_ind,SiteDate_Key,ID_SiteDate,site,lat,lon,Shell_length_cm,Shell_width_cm,Shell_height_cm,Boring_sponge,External_fauna,Other_external_parasites,Pea_crab,Internal_fauna,Other_internal_parasites,Ripe_Gonad,Sex,Month,Day,Year,Color
a0d46413,SG,SG_1137,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,7.23,2.94,,FALSE,,,FALSE,,,TRUE,1,6,14,2022,#FF9900
2a7224fb,SG,SG_1138,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,6.35,3.27,,FALSE,,,FALSE,,,TRUE,0,6,14,2022,#FF9900
567ff899,SG,SG_1139,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,10.03,4.55,,FALSE,barnacles,,FALSE,,,FALSE,,6,14,2022,#FF9900
2d92ccfe,SG,SG_1140,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,8.9,3.36,,FALSE,barnacles,,FALSE,,,TRUE,1,6,14,2022,#FF9900
da432123,SG,SG_1141,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,6.83,3.15,,FALSE,barnacles,,FALSE,,,TRUE,1,6,14,2022,#FF9900
4a918723,SG,SG_1142,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,7.22,1.98,,FALSE,,,FALSE,,,TRUE,1,6,14,2022,#FF9900
ca81df15,SG,SG_1143,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,6.88,2.93,,FALSE,barnacles,,FALSE,,,FALSE,,6,14,2022,#FF9900
70b2aa79,SG,SG_1144,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,4.99,2.76,,FALSE,,,FALSE,,,TRUE,0,6,14,2022,#FF9900
7605b3c0,SG,SG_1145,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,5.17,2.1,,FALSE,,,FALSE,,,FALSE,,6,14,2022,#FF9900
b3a78220,SG,SG_1146,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,5.27,2.44,,FALSE,,,FALSE,,,TRUE,0,6,14,2022,#FF9900
554b56fe,SG,SG_1147,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,5.27,1.4,,FALSE,,,FALSE,,,FALSE,,6,14,2022,#FF9900
e01548b2,SG,SG_1148,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,6.88,2.16,,FALSE,barnacles,,FALSE,,,FALSE,,6,14,2022,#FF9900
75628f53,SG,SG_1149,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,6,3.1,,FALSE,barnacles,,FALSE,,,TRUE,1,6,14,2022,#FF9900
d9d44bea,SG,SG_1150,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,5.05,2.59,,FALSE,,,FALSE,,,TRUE,0,6,14,2022,#FF9900
2a064c70,SG,SG_1151,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,5.99,2.9,,FALSE,,,FALSE,,,TRUE,1,6,14,2022,#FF9900
e87ad87c,SG,SG_1152,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,6.8,3.5,,FALSE,,,FALSE,,,FALSE,,6,15,2022,#FF8F00
b81d2c2e,SG,SG_1153,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,6.72,3.76,,FALSE,,,FALSE,,,FALSE,,6,15,2022,#FF8F00
0a8fa4a5,SG,SG_1154,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,6.69,4.19,,FALSE,,,FALSE,,,TRUE,0,6,15,2022,#FF8F00
7a376376,SG,SG_1155,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,6.83,6.49,,FALSE,,,TRUE,,,FALSE,,6,15,2022,#FF8F00
42f64b98,SG,SG_1156,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,6.5,2.9,,FALSE,,,FALSE,,,FALSE,1,6,15,2022,#FF8F00
3a105b17,SG,SG_1157,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,7.51,3.16,,FALSE,,,FALSE,,,FALSE,,6,15,2022,#FF8F00
3bbb4b81,SG,SG_1158,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,5.05,2.94,,FALSE,,,FALSE,,,TRUE,1,6,15,2022,#FF8F00
a3a06726,SG,SG_1159,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,7.15,3.16,,FALSE,,,FALSE,,,TRUE,0,6,15,2022,#FF8F00
aff920b0,SG,SG_1160,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,8.37,3.1,,FALSE,,,FALSE,,,TRUE,0,6,15,2022,#FF8F00
bee23f77,SG,SG_1161,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,7.66,3.44,,FALSE,,,FALSE,,,FALSE,,6,15,2022,#FF8F00
ae9f6ba6,SG,SG_1162,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,5.19,3.44,,FALSE,,,FALSE,,,FALSE,,6,15,2022,#FF8F00
babd03fe,SG,SG_1163,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,5.5,3.05,,FALSE,,,FALSE,,,FALSE,,6,15,2022,#FF8F00
98eed981,SG,SG_1164,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,8.05,3.38,,FALSE,,,FALSE,,,TRUE,0,6,15,2022,#FF8F00
5f778713,SG,SG_1165,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,5.7,3.78,,FALSE,,,FALSE,,,FALSE,NA,6,15,2022,#FF8F00
a5d316a6,SG,SG_1166,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,5.9,3.88,,FALSE,,,FALSE,,,FALSE,NA,6,15,2022,#FF8F00
666608b2,SG,SG_1167,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,4.33,7.72,,FALSE,,,FALSE,,,TRUE,1,6,15,2022,#FF8F00
5cf34250,SG,SG_1168,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,5.37,3.22,,FALSE,,,FALSE,,,FALSE,NA,6,15,2022,#FF8F00
fccffcf3,SG,SG_1169,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,5.71,3.77,,FALSE,,,FALSE,,,TRUE,0,6,15,2022,#FF8F00
5ceaf20a,SG,SG_1170,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,7.22,4.11,,FALSE,barnacles,,FALSE,,,FALSE,NA,6,15,2022,#FF8F00
ec4b4908,SG,SG_1171,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,6.05,2.8,,FALSE,barnacles,,FALSE,,,FALSE,NA,6,15,2022,#FF8F00
c67328df,SG,SG_1172,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,6.52,3.1,,FALSE,,,FALSE,,,FALSE,NA,6,15,2022,#FF8F00
1943456c,SG,SG_1173,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,4.68,3.7,,FALSE,,,FALSE,,,TRUE,0,6,15,2022,#FF8F00
ee66e4d4,SG,SG_1174,14b07617,SkR_GA_2022-6-14,SKR,31.98995,-81.02173,5,3,,FALSE,,,FALSE,,,FALSE,NA,6,15,2022,#FF8F00
7417dc30,SG,SG_1175,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,11.97,8,,FALSE,"barnacles , ribbed_mussels__Geukensia , bryozoan_Membranipora , Calcerous_tubeworm",Red worms,FALSE,Red _nereid_worm_at_hinge,,FALSE,NA,6,21,2022,#FF3300
f3387444,SG,SG_1176,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,10.2,7.5,,FALSE,"barnacles , ribbed_mussels__Geukensia , bryozoan_Membranipora , Calcerous_tubeworm",Red worms,FALSE,Red _nereid_worm_at_hinge,,TRUE,0,6,21,2022,#FF3300
84b10c5a,SG,SG_1177,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,12.05,7.66,,FALSE,"barnacles , ribbed_mussels__Geukensia , bryozoan_Membranipora , Calcerous_tubeworm",,FALSE,,,TRUE,0,6,21,2022,#FF3300
c91e54a1,SG,SG_1178,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,10.9,8.71,,FALSE,"barnacles , ribbed_mussels__Geukensia , bryozoan_Membranipora , Calcerous_tubeworm",Red worms,FALSE,"Red _nereid_worm_at_hinge , Shell_repair_scars_over_small_holes",,TRUE,0,6,21,2022,#FF3300
32fd0722,SG,SG_1179,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,8.77,6.23,,FALSE,"barnacles , ribbed_mussels__Geukensia , bryozoan_Membranipora , Calcerous_tubeworm",Red worms,FALSE,Red _nereid_worm_at_hinge,,TRUE,0,6,21,2022,#FF3300
8429742a,SG,SG_1180,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,10.6,7.4,,FALSE,"barnacles , ribbed_mussels__Geukensia , bryozoan_Membranipora , algae , Calcerous_tubeworm",,FALSE,Red _nereid_worm_at_hinge,,TRUE,0,6,21,2022,#FF3300
a0c03f85,SG,SG_1181,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,8.5,6.16,,FALSE,"barnacles , bryozoan_Membranipora , Calcerous_tubeworm",,FALSE,,,TRUE,0,6,21,2022,#FF3300
badaacbd,SG,SG_1182,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,10.99,7.9,,FALSE,"barnacles , ribbed_mussels__Geukensia , bryozoan_Membranipora , Calcerous_tubeworm",,FALSE,,,TRUE,0,6,21,2022,#FF3300
5414cc84,SG,SG_1183,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,9.94,7.99,,FALSE,"barnacles , bryozoan_Membranipora , algae , Calcerous_tubeworm",,FALSE,,,TRUE,0,6,21,2022,#FF3300
7c2aa22d,SG,SG_1184,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,8.8,7.2,,FALSE,"barnacles , bryozoan_Membranipora , Calcerous_tubeworm",,FALSE,,,FALSE,NA,6,21,2022,#FF3300
aba5efd7,SG,SG_1185,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,8.52,7.27,,FALSE,"barnacles , ribbed_mussels__Geukensia , bryozoan_Membranipora , Calcerous_tubeworm",Red worm,FALSE,Red _nereid_worm_at_hinge,,TRUE,0,6,21,2022,#FF3300
8c0d3239,SG,SG_1186,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,9.01,5.94,,FALSE,"barnacles , bryozoan_Membranipora",Red worms,FALSE,Red _nereid_worm_at_hinge,,TRUE,0,6,21,2022,#FF3300
d1d068e1,SG,SG_1187,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,11.33,7,,FALSE,"ribbed_mussels__Geukensia , bryozoan_Membranipora , slipper_snail_Crepidula_fornicata , algae",,FALSE,Red _nereid_worm_at_hinge,,TRUE,0,6,21,2022,#FF3300
d3bbc7d3,SG,SG_1188,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,10.99,6.57,,FALSE,"barnacles , ribbed_mussels__Geukensia",Red worms,FALSE,,,TRUE,0,6,21,2022,#FF3300
141d1f5c,SG,SG_1189,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,9.33,7,,FALSE,barnacles,,FALSE,,,TRUE,0,6,21,2022,#FF3300
99b8c3ee,SG,SG_1190,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,8.27,6.44,,FALSE,"barnacles , ribbed_mussels__Geukensia , algae",,FALSE,,,FALSE,NA,6,21,2022,#FF3300
cec6ab4c,SG,SG_1191,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,10.17,6.4,,FALSE,,Red worm,FALSE,,,TRUE,NA,6,21,2022,#FF3300
0fe6e60e,SG,SG_1192,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,11.33,6.72,,FALSE,"barnacles , other_mussels , Calcerous_tubeworm",,FALSE,Red _nereid_worm_at_hinge,,TRUE,1,6,21,2022,#FF3300
ce1081da,SG,SG_1193,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,12,7.16,,FALSE,barnacles,,FALSE,,,TRUE,0,6,21,2022,#FF3300
879483b0,SG,SG_1194,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,7.56,5.16,,FALSE,"barnacles , ribbed_mussels__Geukensia",,FALSE,,,TRUE,1,6,21,2022,#FF3300
ae3dd08b,SG,SG_1195,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,7.49,4.27,,FALSE,"barnacles , ribbed_mussels__Geukensia",,FALSE,,,TRUE,0,6,21,2022,#FF3300
1127cf33,SG,SG_1196,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,6.88,5.68,,FALSE,barnacles,,FALSE,,,TRUE,0,6,21,2022,#FF3300
6a9257fa,SG,SG_1197,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,7.7,5.6,,FALSE,"ribbed_mussels__Geukensia , algae",,FALSE,,,TRUE,1,6,21,2022,#FF3300
980f6fe8,SG,SG_1198,de8302b8,Culch_Ba_LA_2022-6-21,CUB,29.42362,-90.01914,10.19,5.7,,FALSE,"barnacles , ribbed_mussels__Geukensia",,FALSE,,,TRUE,1,6,21,2022,#FF3300
3119b879,SG,SG_1199,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,11.49,6.27,,TRUE,"bryozoan_Membranipora , Calcerous_tubeworm",,FALSE,,,FALSE,NA,6,28,2022,#FF1400
35e23cd3,SG,SG_1200,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,9.66,5.66,,FALSE,"jingle_shells__Anomia_simplex , ribbed_mussels__Geukensia , bryozoan_Membranipora , Calcerous_tubeworm",Red worms in hinge,FALSE,,,TRUE,0,6,28,2022,#FF1400
90dd9abc,SG,SG_1201,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,9.44,6.2,,TRUE,"barnacles , jingle_shells__Anomia_simplex , ribbed_mussels__Geukensia , Calcerous_tubeworm",Red worm,FALSE,,,TRUE,1,6,28,2022,#FF1400
19d39fd0,SG,SG_1202,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,7.61,5.33,,FALSE,"barnacles , bryozoan_Membranipora , Calcerous_tubeworm",Red worm,FALSE,,,TRUE,1,6,28,2022,#FF1400
5ff51565,SG,SG_1203,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,7.7,4.72,,FALSE,"barnacles , jingle_shells__Anomia_simplex , bryozoan_Membranipora , Calcerous_tubeworm",Red worm,FALSE,,,TRUE,0,6,28,2022,#FF1400
0821edd3,SG,SG_1204,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,9,6.27,,FALSE,"barnacles , jingle_shells__Anomia_simplex , ribbed_mussels__Geukensia , bryozoan_Membranipora , slipper_snail_Crepidula_fornicata , algae , Calcerous_tubeworm",Red worm,FALSE,,,TRUE,1,6,28,2022,#FF1400
ae001ab4,SG,SG_1205,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,5.66,3.61,,FALSE,"bryozoan_Membranipora , Calcerous_tubeworm",,FALSE,,,TRUE,0,6,28,2022,#FF1400
98107eb8,SG,SG_1206,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,10.27,5.5,,TRUE,"barnacles , algae , Calcerous_tubeworm","Red worm, Boring sponge living",FALSE,,,TRUE,1,6,28,2022,#FF1400
e09a88dc,SG,SG_1207,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,8.61,4.33,,FALSE,"barnacles , bryozoan_Membranipora , slipper_snail_Crepidula_fornicata , Calcerous_tubeworm",Red worm tracks,FALSE,,,TRUE,0,6,28,2022,#FF1400
b3818e2e,SG,SG_1208,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,11.1,5.77,,TRUE,"barnacles , jingle_shells__Anomia_simplex , ribbed_mussels__Geukensia , bryozoan_Membranipora , algae , Calcerous_tubeworm",Red worm,FALSE,,,TRUE,0,6,28,2022,#FF1400
662ef371,SG,SG_1209,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,11.84,5.05,,FALSE,"bryozoan_Membranipora , slipper_snail_Crepidula_fornicata , Calcerous_tubeworm",Red worm,FALSE,Black_worm_scars,large amount of repair shell,FALSE,NA,6,28,2022,#FF1400
917a5e66,SG,SG_1210,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,10.83,7.16,,TRUE,"barnacles , ribbed_mussels__Geukensia , bryozoan_Membranipora , slipper_snail_Crepidula_fornicata , Calcerous_tubeworm",,FALSE,,,FALSE,NA,6,28,2022,#FF1400
42155027,SG,SG_1211,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,8.61,5.55,,FALSE,"ribbed_mussels__Geukensia , bryozoan_Membranipora , Calcerous_tubeworm",,FALSE,,,TRUE,1,6,28,2022,#FF1400
00c57148,SG,SG_1212,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,10.72,5.9,,TRUE,"barnacles , bryozoan_Membranipora , algae , Calcerous_tubeworm",Red worm,FALSE,,,FALSE,NA,6,28,2022,#FF1400
8759c16a,SG,SG_1213,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,11.4,5.33,,TRUE,"barnacles , jingle_shells__Anomia_simplex , ribbed_mussels__Geukensia , Calcerous_tubeworm",Red worm,FALSE,"Red _nereid_worm_at_hinge , Shell_repair_scars_over_small_holes",,TRUE,0,6,28,2022,#FF1400
f8b67f80,SG,SG_1214,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,13.55,7.61,,FALSE,"barnacles , jingle_shells__Anomia_simplex , bryozoan_Membranipora , algae , Calcerous_tubeworm",,FALSE,,,TRUE,0,6,28,2022,#FF1400
3fb7a765,SG,SG_1215,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,13.6,5.44,,TRUE,"barnacles , jingle_shells__Anomia_simplex , bryozoan_Membranipora , slipper_snail_Crepidula_fornicata , algae",,FALSE,,,TRUE,0,6,28,2022,#FF1400
f035d672,SG,SG_1216,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,12.16,6.94,,TRUE,"barnacles , jingle_shells__Anomia_simplex , bryozoan_Membranipora , slipper_snail_Crepidula_fornicata , Calcerous_tubeworm",Red worms,FALSE,,,TRUE,0,6,28,2022,#FF1400
1140f0e6,SG,SG_1217,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,7.1,4.66,,FALSE,"barnacles , bryozoan_Membranipora , algae , Calcerous_tubeworm",,FALSE,,,TRUE,1,6,28,2022,#FF1400
72ed5589,SG,SG_1218,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,8.33,5.11,,FALSE,Calcerous_tubeworm,,FALSE,,,TRUE,1,6,28,2022,#FF1400
418ed3df,SG,SG_1219,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,7.1,4.34,,FALSE,"barnacles , Calcerous_tubeworm",,FALSE,,,TRUE,0,6,28,2022,#FF1400
48a201e9,SG,SG_1220,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,8.72,5.86,,FALSE,Calcerous_tubeworm,,FALSE,,,FALSE,NA,6,28,2022,#FF1400
8015509d,SG,SG_1221,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,9.72,5.16,,FALSE,"barnacles , jingle_shells__Anomia_simplex , Calcerous_tubeworm",,TRUE,,,TRUE,1,6,28,2022,#FF1400
236cc2c6,SG,SG_1222,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,9.5,6.88,,FALSE,"barnacles , jingle_shells__Anomia_simplex , ribbed_mussels__Geukensia , Calcerous_tubeworm",,FALSE,Black_worm_scars,,TRUE,0,6,28,2022,#FF1400
70f8e33b,SG,SG_1223,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,9.77,6.66,,TRUE,"barnacles , Calcerous_tubeworm",,FALSE,,,TRUE,0,6,28,2022,#FF1400
1f808b18,SG,SG_1224,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,10.49,5.83,,FALSE,"barnacles , jingle_shells__Anomia_simplex , Calcerous_tubeworm",,FALSE,,,TRUE,1,6,28,2022,#FF1400
19942566,SG,SG_1225,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,9.8,5.2,,FALSE,"barnacles , Calcerous_tubeworm",,FALSE,,,TRUE,0,6,28,2022,#FF1400
cce01851,SG,SG_1226,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,11.83,5.16,,FALSE,"jingle_shells__Anomia_simplex , Calcerous_tubeworm",Red worm,FALSE,,,TRUE,1,6,28,2022,#FF1400
cf0b42c8,SG,SG_1227,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,10.33,5.27,,FALSE,"barnacles , ribbed_mussels__Geukensia , Calcerous_tubeworm",,FALSE,,,FALSE,NA,6,28,2022,#FF1400
f84802b3,SG,SG_1228,0a9372c7,TP_TX_2022-6-28,TPL,28.6936,-96.2233,10.6,4.5,,FALSE,"jingle_shells__Anomia_simplex , ribbed_mussels__Geukensia , Calcerous_tubeworm",,FALSE,,,TRUE,1,6,28,2022,#FF1400
59b34b24,SG,SG_1229,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,14.61,3.99,,FALSE,,,FALSE,,,TRUE,0,7,12,2022,#FFD600
2ae16b20,SG,SG_1230,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,13.5,3.46,,FALSE,ribbed_mussels__Geukensia,,FALSE,,,TRUE,0,7,12,2022,#FFD600
b33de568,SG,SG_1231,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,11.8,4.18,,FALSE,jingle_shells__Anomia_simplex,,FALSE,,,TRUE,0,7,12,2022,#FFD600
7ec57c2f,SG,SG_1232,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,14.05,4.6,,FALSE,,,FALSE,,Red worm,TRUE,0,7,12,2022,#FFD600
311f26ed,SG,SG_1233,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,10.46,4.42,,FALSE,barnacles,,FALSE,Shell_repair_scars_over_small_holes,,TRUE,0,7,12,2022,#FFD600
3dfd6aa1,SG,SG_1234,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,13.63,4.95,,FALSE,,,FALSE,,,TRUE,0,7,12,2022,#FFD600
60fd1dd1,SG,SG_1235,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,6.99,3.88,,FALSE,,,FALSE,,,TRUE,0,7,12,2022,#FFD600
d423013f,SG,SG_1236,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,9.35,3.85,,FALSE,,,FALSE,,,FALSE,NA,7,12,2022,#FFD600
545b2c56,SG,SG_1237,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,8.75,3.43,,FALSE,,,FALSE,,,TRUE,0,7,12,2022,#FFD600
3f7ed135,SG,SG_1238,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,10.07,3.63,,FALSE,,,FALSE,,,TRUE,0,7,12,2022,#FFD600
c5e47079,SG,SG_1239,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,7.55,3.87,,FALSE,,,FALSE,,,TRUE,1,7,12,2022,#FFD600
5c86242a,SG,SG_1240,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,9.7,3.5,,FALSE,,,FALSE,,,FALSE,NA,7,12,2022,#FFD600
ec5d53a6,SG,SG_1241,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,8.88,3.95,,FALSE,,,FALSE,,,TRUE,0,7,12,2022,#FFD600
69aaade1,SG,SG_1242,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,7,3.75,,FALSE,,,FALSE,,,TRUE,1,7,12,2022,#FFD600
c404479c,SG,SG_1243,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,8.75,4.14,,FALSE,,,FALSE,,,TRUE,0,7,12,2022,#FFD600
e32d6f62,SG,SG_1244,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,8.63,3.8,,FALSE,,,FALSE,,,TRUE,1,7,12,2022,#FFD600
5b85a925,SG,SG_1245,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,7.1,2.99,,FALSE,,,FALSE,,,TRUE,0,7,12,2022,#FFD600
bac78430,SG,SG_1246,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,8.8,3.55,,FALSE,,,FALSE,,,TRUE,0,7,12,2022,#FFD600
16de1608,SG,SG_1247,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,6.97,2.87,,FALSE,,,FALSE,,,TRUE,0,7,12,2022,#FFD600
6b496c28,SG,SG_1248,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,7.19,3.07,,FALSE,,,FALSE,,,TRUE,0,7,12,2022,#FFD600
ea2bc1d7,SG,SG_1249,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,7.95,3.57,,FALSE,,,FALSE,,,TRUE,1,7,12,2022,#FFD600
438ad14e,SG,SG_1250,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,6.4,2.69,,FALSE,,,FALSE,,,TRUE,1,7,12,2022,#FFD600
5c726cbb,SG,SG_1251,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,7.05,3.28,,FALSE,,,FALSE,,,TRUE,1,7,12,2022,#FFD600
dcaed37c,SG,SG_1252,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,9.55,3.3,,FALSE,,,FALSE,,,TRUE,0,7,12,2022,#FFD600
50c2953b,SG,SG_1253,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,7.44,2.9,,FALSE,jingle_shells__Anomia_simplex,,FALSE,,,FALSE,NA,7,12,2022,#FFD600
76d18d2d,SG,SG_1254,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,7.01,2.3,,FALSE,,,FALSE,,,FALSE,NA,7,12,2022,#FFD600
9a84394e,SG,SG_1255,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,9.05,4.12,,FALSE,jingle_shells__Anomia_simplex,,FALSE,,,TRUE,0,7,12,2022,#FFD600
0bad15ad,SG,SG_1256,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,8.4,3.34,,FALSE,barnacles,,FALSE,,,TRUE,0,7,12,2022,#FFD600
2d61b6c8,SG,SG_1257,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,7.27,3.09,,FALSE,,,FALSE,,,TRUE,0,7,12,2022,#FFD600
b240dd80,SG,SG_1258,f9813889,CC_VA_2022-7-11,CUS,37.87694,-75.88222,8.61,3.3,,FALSE,,,FALSE,,,TRUE,1,7,12,2022,#FFD600
0017334b,SG,SG_1259,62c4ff7e,LM_TX_2022-7-10,LGM,26.559722,-97.359167,7.94,3.7,,FALSE,,,FALSE,,,TRUE,0,7,13,2022,#FF0000
